Country,Observation_Year,CovidPeriod,Online_Learning_Users (%),Average_Screen_Time (Hours),DeviceUsage(%),Preferred_Learning_Platform
Brazil,2021,During,85,1.0,60-30-10,Coursera
South Korea,2022,After,65,3.4,60-30-10,Udemy
Mexico,2017,Before,77,5.0,60-30-10,Skillshare
Mexico,2019,Before,61,5.4,60-30-10,Skillshare
Japan,2023,After,55,5.5,60-30-10,FutureLearn
Russia,2018,Before,71,3.7,60-30-10,Udemy
China,2020,During,67,3.7,60-30-10,OpenLearning
Japan,2020,During,35,1.9,60-30-10,FutureLearn
Japan,2022,After,70,3.4,60-30-10,Udemy
China,2019,Before,44,1.1,60-30-10,Unacademy
France,2020,During,51,2.3,60-30-10,Alura
Italy,2021,During,90,3.8,60-30-10,Tencent Classroom
Italy,2021,During,83,3.8,60-30-10,Tencent Classroom
South Africa,2022,After,13,5.2,60-30-10,Udemy
Australia,2023,After,15,0.5,60-30-10,Unacademy
Brazil,2021,During,43,3.2,60-30-10,Udemy
Brazil,2023,After,75,4.9,60-30-10,Skillshare
France,2024,After,44,4.6,60-30-10,Tencent Classroom
Germany,2020,During,34,5.4,60-30-10,FutureLearn
South Korea,2017,Before,38,N/A,60-30-10,LinkedIn Learning
Japan,2019,Before,90,3.3,60-30-10,LinkedIn Learning
Japan,2017,Before,40,4.0,60-30-10,N/A
Japan,2024,After,48,2.5,60-30-10,Alura
South Korea,2023,After,70,1.6,60-30-10,Coursera
South Korea,2021,During,12,5.3,60-30-10,Tencent Classroom
UK,2024,After,59,3.2,60-30-10,Alura
South Korea,2023,After,86,3.6,60-30-10,LinkedIn Learning
Mexico,2022,After,88,3.5,60-30-10,FutureLearn
Japan,2024,After,81,4.4,60-30-10,Alura
South Korea,2018,Before,30,2.1,60-30-10,Unacademy
South Korea,2022,After,53,N/A,60-30-10,LinkedIn Learning
France,2017,Before,72,3.1,60-30-10,Alura
South Korea,2017,Before,25,2.0,60-30-10,Alura
Italy,2022,After,44,0.7,60-30-10,Unacademy
Italy,2022,After,88,3.7,60-30-10,Unacademy
Brazil,2023,After,75,2.3,60-30-10,LinkedIn Learning
UK,2017,Before,57,3.8,60-30-10,Tencent Classroom
Germany,2023,After,62,3.3,60-30-10,Tencent Classroom
Japan,2018,Before,88,2.9,60-30-10,Tencent Classroom
UK,2020,During,76,2.2,60-30-10,OpenLearning
Mexico,2017,Before,65,5.3,60-30-10,Udemy
UK,2024,After,85,1.0,60-30-10,Unacademy
Australia,2019,Before,60,4.4,60-30-10,Unacademy
Australia,2020,During,43,5.3,60-30-10,Unacademy
South Korea,2020,During,64,4.3,N/A,OpenLearning
Australia,2024,After,44,5.0,60-30-10,Alura
Brazil,2024,After,54,1.6,60-30-10,Alura
Germany,2017,Before,21,1.3,60-30-10,LinkedIn Learning
Germany,2022,After,61,2.1,60-30-10,Skillshare
Russia,2020,During,78,1.4,60-30-10,Skillshare
UK,2018,Before,62,1.8,60-30-10,LinkedIn Learning
South Africa,2018,Before,47,2.9,60-30-10,Tencent Classroom
UK,2024,After,25,4.5,60-30-10,LinkedIn Learning
Mexico,2024,After,18,0.8,60-30-10,Skillshare
UK,2018,Before,15,0.6,60-30-10,Coursera
South Korea,2023,After,48,1.6,60-30-10,FutureLearn
South Africa,2019,Before,25,2.8,60-30-10,Skillshare
UK,2023,After,62,4.8,60-30-10,Unacademy
Mexico,2020,During,42,2.7,60-30-10,Alura
Australia,2022,After,50,2.0,60-30-10,LinkedIn Learning
UK,2020,During,48,0.9,60-30-10,Skillshare
UK,2019,Before,26,3.3,60-30-10,Unacademy
Russia,2022,After,88,1.9,60-30-10,Unacademy
Italy,2021,During,82,5.5,60-30-10,LinkedIn Learning
UK,2017,Before,51,3.0,60-30-10,Alura
Brazil,2018,Before,22,5.1,60-30-10,Skillshare
UK,2024,After,34,3.3,60-30-10,Alura
Australia,2019,Before,84,5.1,60-30-10,LinkedIn Learning
Italy,2019,Before,38,4.0,60-30-10,OpenLearning
China,2017,Before,,1.9,60-30-10,FutureLearn
South Africa,2022,After,18,5.2,60-30-10,OpenLearning
China,2021,During,11,4.7,60-30-10,Skillshare
Australia,2024,After,82,4.8,60-30-10,Skillshare
Germany,2024,After,77,3.5,60-30-10,Skillshare
Russia,2022,After,44,1.7,60-30-10,Skillshare
UK,2019,Before,37,2.1,60-30-10,Coursera
France,2021,During,73,4.3,60-30-10,Tencent Classroom
Germany,2018,Before,15,4.3,60-30-10,OpenLearning
South Korea,2022,After,13,4.7,40-50-10,Skillshare
Australia,2020,During,75,3.5,60-30-10,
Mexico,2017,Before,42,1.2,60-30-10,OpenLearning
Brazil,2022,After,68,4.0,60-30-10,FutureLearn
Russia,2023,After,69,3.0,60-30-10,Unacademy
France,2024,After,65,5.4,60-30-10,Unacademy
Italy,2019,Before,56,2.5,60-30-10,OpenLearning
Brazil,2021,During,27,2.7,60-30-10,FutureLearn
Russia,2023,After,85,5.3,60-30-10,Alura
Mexico,2023,After,16,0.8,60-30-10,FutureLearn
Germany,2022,After,46,4.8,60-30-10,LinkedIn Learning
South Africa,2019,Before,43,N/A,60-30-10,Tencent Classroom
France,2017,Before,59,5.2,60-30-10,Udemy
Brazil,2023,After,83,3.5,60-30-10,OpenLearning
Russia,2019,Before,56,2.0,60-30-10,OpenLearning
France,2020,During,24,2.2,60-30-10,Udemy
Italy,2023,After,82,3.6,60-30-10,LinkedIn Learning
Mexico,2021,During,13,5.3,60-30-10,LinkedIn Learning
France,2021,During,59,1.7,60-30-10,Alura
UK,2018,Before,33,3.5,60-30-10,LinkedIn Learning
Australia,2017,Before,27,3.4,60-30-10,FutureLearn
Australia,2022,After,16,0.7,60-30-10,Skillshare
Italy,2023,After,13,1.8,60-30-10,OpenLearning
South Korea,2019,Before,62,1.0,60-30-10,Tencent Classroom
Japan,2017,Before,84,2.6,60-30-10,Alura
Brazil,2024,After,47,2.3,60-30-10,LinkedIn Learning
Germany,2018,Before,47,2.3,60-30-10,Coursera
France,2021,During,19,2.7,60-30-10,Coursera
Germany,2019,Before,60,1.0,60-30-10,FutureLearn
Mexico,2018,Before,81,4.6,60-30-10,Unacademy
France,2019,Before,37,4.3,60-30-10,FutureLearn
South Korea,2024,After,58,1.9,40-50-10,Alura
Japan,2021,During,79,5.3,60-30-10,Coursera
Germany,2018,Before,84,3.6,60-30-10,Coursera
Australia,2024,After,82,1.1,60-30-10,Skillshare
France,2023,After,69,3.1,60-30-10,Coursera
Italy,2021,During,77,2.7,60-30-10,LinkedIn Learning
UK,2023,After,10,1.7,60-30-10,Unacademy
China,2020,During,29,0.8,60-30-10,LinkedIn Learning
UK,2023,After,12,1.5,60-30-10,Coursera
UK,2018,Before,72,4.7,60-30-10,Tencent Classroom
Brazil,2020,During,66,,60-30-10,FutureLearn
South Africa,2018,Before,55,4.7,60-30-10,Udemy
Australia,2022,After,33,2.3,60-30-10,Udemy
Mexico,2017,Before,70,1.0,60-30-10,Alura
Australia,2024,After,35,2.0,60-30-10,FutureLearn
Mexico,2023,After,22,4.7,60-30-10,LinkedIn Learning
Germany,2021,During,86,3.2,40-50-10,OpenLearning
Brazil,2022,After,22,5.4,60-30-10,OpenLearning
Brazil,2023,After,12,3.6,60-30-10,Alura
Italy,2020,During,58,1.4,60-30-10,Coursera
France,2020,During,49,2.5,60-30-10,Alura
Australia,2019,Before,59,3.5,60-30-10,FutureLearn
Mexico,2019,Before,73,1.7,60-30-10,Skillshare
China,2024,After,75,2.6,60-30-10,Tencent Classroom
Russia,2021,During,N/A,3.0,60-30-10,Udemy
China,2021,During,27,2.4,60-30-10,FutureLearn
Russia,2021,During,81,3.6,60-30-10,Coursera
Brazil,2024,After,11,1.1,60-30-10,Skillshare
China,2018,Before,38,5.4,60-30-10,Tencent Classroom
Brazil,2020,During,34,2.5,60-30-10,Alura
Australia,2023,After,21,5.4,60-30-10,Tencent Classroom
South Korea,2024,After,89,5.2,60-30-10,Coursera
Australia,2018,Before,61,3.7,60-30-10,OpenLearning
China,2018,Before,23,1.5,60-30-10,Tencent Classroom
South Africa,2018,Before,18,3.7,60-30-10,OpenLearning
UK,2017,Before,16,1.0,60-30-10,Tencent Classroom
France,2018,Before,38,0.6,60-30-10,OpenLearning
South Africa,2021,During,22,4.3,60-30-10,LinkedIn Learning
Brazil,2019,Before,61,1.2,60-30-10,Unacademy
Russia,2022,After,59,3.3,60-30-10,Udemy
UK,2024,After,16,3.1,60-30-10,Tencent Classroom
Brazil,2023,After,60,1.0,60-30-10,Unacademy
South Korea,2023,After,16,5.4,60-30-10,LinkedIn Learning
Japan,2022,After,81,4.7,60-30-10,Coursera
Germany,2017,Before,39,3.8,60-30-10,OpenLearning
China,2020,During,89,1.8,60-30-10,Coursera
Brazil,2019,Before,62,5.3,60-30-10,Alura
Brazil,2021,During,27,5.4,60-30-10,Skillshare
Australia,2023,After,83,3.3,60-30-10,Udemy
Italy,2018,Before,11,2.8,60-30-10,FutureLearn
Germany,2018,Before,38,4.9,60-30-10,Udemy
Brazil,2018,Before,59,2.4,60-30-10,Udemy
UK,2020,During,23,2.9,60-30-10,FutureLearn
South Africa,2024,After,61,4.5,60-30-10,FutureLearn
Brazil,2021,During,40,,60-30-10,Skillshare
Germany,2020,During,43,1.9,60-30-10,LinkedIn Learning
UK,2018,Before,90,4.1,60-30-10,Unacademy
South Korea,2022,After,63,2.6,60-30-10,Unacademy
Japan,2021,During,28,2.1,60-30-10,Tencent Classroom
Brazil,2023,After,45,1.9,60-30-10,OpenLearning
Germany,2024,After,38,1.7,60-30-10,Tencent Classroom
South Korea,2021,During,27,4.7,60-30-10,Udemy
UK,2023,After,24,4.5,60-30-10,FutureLearn
Australia,2019,Before,46,1.4,60-30-10,Coursera
Germany,2018,Before,27,2.6,60-30-10,Udemy
Australia,2022,After,61,3.1,60-30-10,OpenLearning
China,2021,During,81,3.8,60-30-10,Alura
Brazil,2024,After,61,2.4,60-30-10,Alura
Russia,2022,After,44,2.1,60-30-10,FutureLearn
UK,2022,After,74,3.4,60-30-10,OpenLearning
Russia,2018,Before,43,0.6,60-30-10,Alura
Germany,2019,Before,13,1.4,60-30-10,Unacademy
Russia,2022,After,30,,60-30-10,Alura
South Korea,2023,After,41,2.8,60-30-10,Unacademy
UK,2017,Before,25,0.9,60-30-10,Udemy
Germany,2020,During,32,4.9,60-30-10,FutureLearn
Japan,2017,Before,87,0.6,60-30-10,Udemy
Brazil,2020,During,37,3.9,60-30-10,Coursera
Australia,2023,After,51,3.7,60-30-10,Coursera
Italy,2020,During,54,1.0,60-30-10,Unacademy
Australia,2017,Before,18,2.1,60-30-10,
South Africa,2024,After,75,5.3,60-30-10,OpenLearning
Japan,2024,After,49,2.7,60-30-10,Tencent Classroom
South Korea,2020,During,67,4.3,60-30-10,Tencent Classroom
South Africa,2020,During,23,1.3,60-30-10,FutureLearn
Australia,2024,After,31,4.6,60-30-10,Tencent Classroom
Australia,2018,Before,69,1.4,60-30-10,Unacademy
France,2018,Before,60,2.7,60-30-10,Coursera
Mexico,2023,After,34,1.4,60-30-10,
China,2020,During,31,2.1,60-30-10,Unacademy
Japan,2023,After,62,2.1,60-30-10,OpenLearning
Brazil,2020,During,42,1.9,60-30-10,FutureLearn
Australia,2022,After,44,4.1,60-30-10,Skillshare
Italy,2020,During,67,0.8,60-30-10,OpenLearning
Germany,2017,Before,18,1.1,60-30-10,Udemy
Japan,2022,After,20,2.4,60-30-10,FutureLearn
UK,2020,During,25,2.2,60-30-10,Skillshare
Japan,2024,After,25,1.9,60-30-10,Unacademy
Germany,2023,After,52,2.8,60-30-10,Skillshare
Australia,2022,After,45,1.9,60-30-10,Skillshare
Mexico,2021,During,38,2.3,60-30-10,Unacademy
Brazil,2020,During,38,1.4,60-30-10,Tencent Classroom
Germany,2019,Before,85,1.0,60-30-10,Tencent Classroom
South Korea,2018,Before,46,2.5,60-30-10,Unacademy
China,2020,During,75,4.9,60-30-10,OpenLearning
Russia,2019,Before,41,2.6,50-40-10,FutureLearn
Japan,2022,After,16,2.2,60-30-10,Skillshare
Russia,2018,Before,16,5.2,60-30-10,OpenLearning
UK,2021,During,45,1.3,60-30-10,Udemy
Germany,2017,Before,58,4.3,60-30-10,Alura
UK,2019,Before,79,2.2,60-30-10,OpenLearning
Russia,2018,Before,50,3.9,60-30-10,Skillshare
South Korea,2019,Before,19,2.2,60-30-10,OpenLearning
France,2022,After,36,4.9,60-30-10,Unacademy
Russia,2022,After,67,3.2,60-30-10,Coursera
China,2020,During,61,1.1,60-30-10,Unacademy
France,2021,During,40,1.7,60-30-10,OpenLearning
France,2021,During,81,4.9,60-30-10,Udemy
UK,2019,Before,89,4.8,60-30-10,Skillshare
Russia,2019,Before,62,4.1,40-50-10,Skillshare
South Africa,2023,After,84,3.4,60-30-10,FutureLearn
Brazil,2023,After,87,4.1,60-30-10,LinkedIn Learning
Germany,2017,Before,60,4.0,60-30-10,Unacademy
Mexico,2017,Before,42,0.6,60-30-10,OpenLearning
Germany,2023,After,34,5.5,60-30-10,Tencent Classroom
UK,2018,Before,88,5.0,60-30-10,Tencent Classroom
China,2018,Before,35,1.9,60-30-10,Skillshare
Australia,2018,Before,67,1.8,60-30-10,Alura
Germany,2021,During,65,1.0,60-30-10,Skillshare
South Africa,2019,Before,26,2.3,60-30-10,FutureLearn
China,2019,Before,86,2.7,60-30-10,Udemy
Italy,2020,During,19,3.9,60-30-10,LinkedIn Learning
Russia,2019,Before,42,2.3,60-30-10,Udemy
Japan,2020,During,80,1.9,60-30-10,Unacademy
Brazil,2017,Before,41,3.3,60-30-10,Skillshare
China,2017,Before,76,0.9,60-30-10,Skillshare
Australia,2018,Before,20,1.7,60-30-10,Udemy
UK,2019,Before,47,4.3,60-30-10,Skillshare
France,2018,Before,68,0.6,60-30-10,Alura
Russia,2024,After,27,4.5,60-30-10,Udemy
Australia,2024,After,15,0.5,60-30-10,Tencent Classroom
Mexico,2020,During,78,2.6,60-30-10,Alura
Mexico,2020,During,65,4.4,60-30-10,Unacademy
Germany,2021,During,22,2.4,60-30-10,Coursera
South Africa,2018,Before,41,5.5,60-30-10,N/A
South Korea,2018,Before,84,0.6,60-30-10,Unacademy
South Africa,2020,During,81,4.8,60-30-10,Coursera
Australia,2019,Before,36,3.1,60-30-10,Coursera
South Korea,2021,During,73,4.9,60-30-10,Tencent Classroom
UK,2018,Before,20,4.3,60-30-10,Alura
China,2021,During,77,5.1,60-30-10,Skillshare
Italy,2020,During,17,0.6,60-30-10,Skillshare
Brazil,2018,Before,38,2.0,60-30-10,Udemy
Mexico,2022,After,69,5.4,60-30-10,FutureLearn
Australia,2022,After,39,1.6,60-30-10,Skillshare
South Korea,2022,After,60,0.9,60-30-10,Coursera
Italy,2018,Before,32,2.5,60-30-10,Coursera
France,2021,During,86,4.3,60-30-10,Tencent Classroom
South Korea,2023,After,52,2.7,60-30-10,LinkedIn Learning
South Korea,2019,Before,15,2.0,60-30-10,Skillshare
UK,2023,After,57,2.8,60-30-10,Tencent Classroom
France,2021,During,N/A,4.4,60-30-10,FutureLearn
UK,2023,After,76,2.1,60-30-10,Tencent Classroom
Russia,2018,Before,56,4.6,60-30-10,OpenLearning
South Korea,2019,Before,34,4.3,60-30-10,LinkedIn Learning
Germany,2022,After,68,5.2,60-30-10,LinkedIn Learning
Brazil,2019,Before,19,4.1,60-30-10,Unacademy
Italy,2024,After,50,1.2,60-30-10,Udemy
Germany,2021,During,84,0.7,60-30-10,OpenLearning
France,2023,After,84,2.9,60-30-10,Udemy
Brazil,2017,Before,90,2.8,60-30-10,Tencent Classroom
Germany,2022,After,64,1.7,60-30-10,Alura
Japan,2022,After,29,2.9,60-30-10,Udemy
Mexico,2024,After,12,2.8,60-30-10,FutureLearn
Australia,2024,After,15,5.3,60-30-10,Alura
Australia,2020,During,25,2.7,60-30-10,FutureLearn
France,2021,During,14,2.8,60-30-10,Tencent Classroom
China,2022,After,79,0.5,60-30-10,Skillshare
France,2022,After,28,0.7,60-30-10,Tencent Classroom
Mexico,2017,Before,86,1.2,N/A,Unacademy
Russia,2022,After,81,4.7,60-30-10,LinkedIn Learning
France,2021,During,24,1.4,60-30-10,Alura
Germany,2019,Before,48,1.0,60-30-10,Alura
Russia,2018,Before,30,4.1,60-30-10,LinkedIn Learning
Australia,2022,After,40,5.3,60-30-10,Unacademy
Australia,2023,After,90,2.4,N/A,Coursera
Australia,2022,After,14,5.1,60-30-10,Alura
Mexico,2018,Before,67,4.0,60-30-10,N/A
Italy,2024,After,45,1.6,60-30-10,Udemy
Japan,2017,Before,58,4.8,60-30-10,Tencent Classroom
Australia,2023,After,63,0.5,60-30-10,Coursera
Brazil,2021,During,53,3.9,60-30-10,Unacademy
Russia,2019,Before,57,4.5,60-30-10,Alura
Germany,2024,After,53,3.9,60-30-10,Tencent Classroom
Australia,2019,Before,68,1.6,60-30-10,LinkedIn Learning
France,2021,During,47,3.1,60-30-10,FutureLearn
Australia,2022,After,52,2.0,60-30-10,Tencent Classroom
Australia,2024,After,31,5.3,60-30-10,Skillshare
France,2018,Before,79,3.3,60-30-10,Coursera
South Africa,2019,Before,16,3.6,60-30-10,Coursera
Russia,2022,After,21,4.7,60-30-10,Udemy
Mexico,2022,After,16,2.7,60-30-10,Udemy
South Korea,2017,Before,49,3.3,60-30-10,Skillshare
China,2020,During,16,4.6,60-30-10,Coursera
China,2020,During,85,2.4,60-30-10,Skillshare
South Africa,2020,During,74,5.4,60-30-10,LinkedIn Learning
Mexico,2017,Before,64,5.3,60-30-10,Unacademy
Japan,2019,Before,61,3.3,60-30-10,Unacademy
China,2018,Before,21,1.0,60-30-10,Coursera
Germany,2023,After,27,1.8,60-30-10,Udemy
Brazil,2018,Before,57,3.4,60-30-10,Unacademy
UK,2017,Before,82,3.5,60-30-10,Udemy
Russia,2022,After,11,2.9,60-30-10,Coursera
Russia,2024,After,18,5.0,60-30-10,Alura
Australia,2020,During,29,4.9,60-30-10,OpenLearning
South Korea,2018,Before,51,4.4,60-30-10,Udemy
South Africa,2018,Before,82,4.7,60-30-10,Udemy
South Korea,2019,Before,55,2.8,60-30-10,Tencent Classroom
Italy,2017,Before,13,3.0,60-30-10,Skillshare
Germany,2021,During,45,3.9,60-30-10,OpenLearning
Australia,2017,Before,32,1.3,60-30-10,Unacademy
South Korea,2019,Before,28,2.1,60-30-10,Alura
Italy,2017,Before,26,1.2,60-30-10,FutureLearn
Russia,2018,Before,61,3.2,60-30-10,Alura
Japan,2018,Before,55,1.9,60-30-10,Alura
Italy,2017,Before,45,3.0,60-30-10,Udemy
Russia,2020,During,18,4.6,60-30-10,Udemy
Australia,2020,During,13,0.5,60-30-10,LinkedIn Learning
UK,2022,After,67,3.7,60-30-10,Alura
Brazil,2024,After,70,4.0,60-30-10,Udemy
China,2017,Before,27,1.3,60-30-10,OpenLearning
Australia,2023,After,90,4.6,60-30-10,Unacademy
Australia,2018,Before,60,4.2,60-30-10,Skillshare
China,2021,During,88,3.9,60-30-10,Unacademy
France,2017,Before,82,5.4,60-30-10,Alura
South Korea,2024,After,58,1.4,60-30-10,OpenLearning
Japan,2020,During,57,1.7,N/A,Alura
UK,2021,During,71,4.7,60-30-10,Alura
Germany,2024,After,71,3.7,60-30-10,Udemy
Russia,2019,Before,72,1.2,60-30-10,OpenLearning
South Africa,2019,Before,39,5.2,60-30-10,Coursera
Japan,2017,Before,49,3.5,60-30-10,Unacademy
Russia,2017,Before,60,3.4,60-30-10,LinkedIn Learning
China,2022,After,18,4.0,60-30-10,OpenLearning
Brazil,2023,After,36,1.0,60-30-10,Tencent Classroom
Italy,2017,Before,81,2.9,60-30-10,OpenLearning
Brazil,2022,After,42,3.5,60-30-10,Alura
Mexico,2018,Before,60,3.8,60-30-10,Coursera
Mexico,2018,Before,33,2.6,60-30-10,OpenLearning
France,2024,After,72,1.7,,Skillshare
Brazil,2018,Before,55,1.4,60-30-10,Alura
Mexico,2019,Before,89,2.2,60-30-10,LinkedIn Learning
South Africa,2024,After,38,0.9,60-30-10,Coursera
South Africa,2023,After,52,3.5,60-30-10,OpenLearning
South Korea,2017,Before,N/A,1.4,60-30-10,Tencent Classroom
China,2021,During,31,3.0,60-30-10,Skillshare
South Korea,2019,Before,17,3.6,60-30-10,OpenLearning
Japan,2020,During,67,3.1,60-30-10,OpenLearning
Japan,2022,After,89,3.0,60-30-10,Tencent Classroom
Australia,2019,Before,51,2.1,60-30-10,
Australia,2019,Before,16,1.8,60-30-10,Coursera
Germany,2017,Before,13,1.7,60-30-10,OpenLearning
Australia,2017,Before,35,2.3,60-30-10,LinkedIn Learning
UK,2022,After,17,1.5,60-30-10,Skillshare
South Africa,2017,Before,82,3.0,60-30-10,N/A
South Korea,2019,Before,57,0.9,60-30-10,Udemy
Russia,2021,During,80,3.8,60-30-10,Tencent Classroom
UK,2022,After,27,2.6,60-30-10,FutureLearn
Germany,2020,During,75,2.7,60-30-10,LinkedIn Learning
Germany,2022,After,25,2.5,60-30-10,LinkedIn Learning
Brazil,2023,After,33,2.7,60-30-10,FutureLearn
France,2020,During,38,3.2,60-30-10,Coursera
Germany,2020,During,26,0.8,60-30-10,Unacademy
Australia,2018,Before,68,N/A,60-30-10,LinkedIn Learning
Germany,2024,After,66,3.0,60-30-10,Udemy
China,2020,During,48,2.9,60-30-10,Tencent Classroom
UK,2018,Before,23,3.8,60-30-10,OpenLearning
France,2019,Before,13,2.6,60-30-10,Udemy
Germany,2024,After,80,1.4,60-30-10,Udemy
Russia,2021,During,59,3.6,60-30-10,FutureLearn
Germany,2022,After,38,4.4,60-30-10,FutureLearn
Mexico,2019,Before,81,5.0,60-30-10,FutureLearn
South Korea,2024,After,39,5.5,60-30-10,Tencent Classroom
UK,2019,Before,11,3.3,60-30-10,LinkedIn Learning
Japan,2018,Before,15,5.3,60-30-10,Unacademy
Italy,2017,Before,14,2.0,60-30-10,Coursera
Russia,2020,During,47,2.8,60-30-10,OpenLearning
Germany,2023,After,31,0.8,60-30-10,Skillshare
South Africa,2018,Before,29,5.3,60-30-10,FutureLearn
South Korea,2019,Before,75,4.7,60-30-10,Coursera
Germany,2019,Before,34,3.6,60-30-10,Skillshare
UK,2024,After,27,5.3,60-30-10,OpenLearning
South Africa,2018,Before,59,0.8,N/A,Unacademy
South Korea,2021,During,24,2.8,60-30-10,FutureLearn
Russia,2020,During,45,1.5,60-30-10,Coursera
France,2021,During,10,2.8,60-30-10,Udemy
Mexico,2021,During,88,4.6,60-30-10,Skillshare
Brazil,2022,After,69,3.4,60-30-10,Udemy
Russia,2024,After,13,1.7,60-30-10,FutureLearn
Russia,2018,Before,47,4.6,60-30-10,Skillshare
Russia,2017,Before,10,0.8,50-40-10,Udemy
Japan,2020,During,60,3.9,60-30-10,OpenLearning
Japan,2021,During,55,2.0,60-30-10,Skillshare
Russia,2022,After,27,0.7,60-30-10,OpenLearning
Brazil,2022,After,22,1.9,60-30-10,OpenLearning
Russia,2023,After,58,5.1,60-30-10,Alura
Mexico,2022,After,71,1.5,50-40-10,Alura
Russia,2022,After,89,4.1,60-30-10,Skillshare
Germany,2024,After,74,0.7,60-30-10,Unacademy
Russia,2019,Before,57,3.8,60-30-10,Coursera
China,2021,During,73,4.7,60-30-10,Unacademy
South Africa,2018,Before,44,3.5,60-30-10,Alura
UK,2022,After,15,3.8,60-30-10,Tencent Classroom
China,2017,Before,51,2.5,60-30-10,FutureLearn
Germany,2017,Before,58,4.8,60-30-10,Unacademy
Australia,2019,Before,48,2.5,60-30-10,Alura
Japan,2021,During,82,4.6,60-30-10,OpenLearning
UK,2023,After,29,,60-30-10,Alura
Japan,2018,Before,36,5.4,60-30-10,Skillshare
Brazil,2018,Before,36,4.7,60-30-10,OpenLearning
UK,2017,Before,87,2.3,60-30-10,Tencent Classroom
Brazil,2024,After,85,1.9,60-30-10,Coursera
South Africa,2017,Before,89,1.2,60-30-10,Tencent Classroom
China,2019,Before,57,1.7,60-30-10,Tencent Classroom
Italy,2022,After,31,2.2,60-30-10,LinkedIn Learning
Brazil,2024,After,40,1.3,60-30-10,Tencent Classroom
Australia,2023,After,66,1.8,60-30-10,Tencent Classroom
UK,2021,During,75,4.4,60-30-10,Tencent Classroom
Russia,2019,Before,84,2.7,60-30-10,FutureLearn
Australia,2018,Before,83,4.7,60-30-10,Unacademy
South Africa,2017,Before,77,1.7,60-30-10,Skillshare
South Africa,2021,During,66,5.2,60-30-10,N/A
China,2018,Before,67,5.0,60-30-10,Udemy
UK,2019,Before,79,4.5,60-30-10,LinkedIn Learning
France,2019,Before,83,5.0,60-30-10,OpenLearning
Mexico,2022,After,50,2.7,60-30-10,Tencent Classroom
Russia,2022,After,49,1.4,60-30-10,Udemy
China,2023,After,11,2.5,60-30-10,Tencent Classroom
